WPointID;longitude;latitude;Name;UsedInOSE;Notes;PostCode;Name_old
386;16.0221;46.4307;Zamušani;True;;2272.0;
387;16.0213;46.3857;Muretinci;True;;2272.0;
388;16.0205;46.3408;Cirkulane;True;;2282.0;
389;16.0944;46.7899;Grad;True;;9264.0;
390;16.0935;46.7449;Bodonci;True;;9265.0;
391;16.0926;46.7;Murska Sobota;True;;9000.0;
392;16.0917;46.655;Tišina;True;;9252.0;
393;16.0908;46.61;Vučja vas;True;;9242.0;
394;16.0899;46.565;Ključarovci pri Ljutomeru;True;;9242.0;
395;16.089;46.5201;Radoslavci;True;;9243.0;
396;16.0872;46.4301;Senešci;True;;2274.0;
397;16.1599;46.7893;Msčkovci;True;;9202.0;
398;16.158;46.6993;Murska Sobota;True;;9000.0;
399;16.157;46.6544;Murska Sobota;True;;9000.0;Murska Sobota
400;16.156;46.6094;Dokležovje;True;;9231.0;
401;16.1551;46.5644;Veržej;True;;9241.0;
402;16.1541;46.5194;Spodnji Kamenščak;True;;9240.0;
403;16.1522;46.4295;Ormož;True;;2270.0;
404;16.2264;46.8336;Markovci;True;;9204.0;
405;16.2254;46.7886;Križevci;True;;9206.0;
406;16.2233;46.6986;Moravske Toplice;True;;9226.0;
407;16.2223;46.6537;Murska Sobota;True;;9000.0;
408;16.2213;46.6087;Beltinci;True;;9231.0;
409;16.2203;46.5637;Krapje;True;;9241.0;
410;16.2193;46.5188;Ljutomer;True;;9240.0;
411;16.2898;46.7429;Prosenjakovci;True;;9207.0;
412;16.2876;46.653;Gančani;True;;9231.0;
413;16.2866;46.608;Lipa;True;;9231.0;
414;16.2855;46.563;Črenšovci;True;;9232.0;
415;16.2844;46.518;Ljutomer;True;;9240.0;
416;16.3507;46.5623;Velika Polana;True;;9225.0;
417;16.4159;46.5615;Gornji Lakoš;True;;9220.0;
418;16.4811;46.5606;Lendava;True;;9220.0;
419;14.5124;46.0655;Ljubljana-Bežigrad;False;exSODO napoved;1000.0;Ljubljana
420;13.624;45.8956;Bilje;False;exSODO napoved;5292.0;Nova Gorica
421;13.5538;46.3317;Bovec-Letališče;False;exSODO napoved;5230.0;Bovec
422;15.2259;46.2366;Celje-Medlog;False;exSODO napoved;3000.0;Celje
423;14.2355;45.5531;Ilirska Bistrica;False;exSODO napoved;6250.0;Ilirska Bistrica
424;14.6119;46.2257;Kamnik;False;exSODO napoved;1241.0;Kamnik
425;15.5131;45.9399;Krško;False;exSODO napoved;8270.0;Krško
426;13.7246;45.5481;Koper;False;exSODO napoved;6000.0;Koper
427;14.1718;46.362;Letališče Lesce;False;exSODO napoved;4248.0;Letališče Lesce
428;15.6439;46.2409;Rogaška Slatina;False;exSODO napoved;3250.0;Rogaška Slatina
429;14.2032;45.9077;Logatec;False;exSODO napoved;1370.0;Logatec
430;15.8492;46.4197;Ptuj;False;exSODO napoved;2250.0;Ptuj
431;13.9624;45.8476;Vipava;False;exSODO napoved;5271.0;Vipava
432;14.9986;46.1323;Zagorje ob Savi;False;exSODO napoved;1410.0;Zagorje
433;15.6818;46.4797;Letališče Edvarda Rusjana Maribor;False;exSODO napoved;2312.0;Maribor
434;16.1913;46.6521;Murska Sobota;False;exSODO napoved;9000.0;Murska Sobota
